Carrera/Titulación,Carrera Gestional,Especialidad,Vacante,Avance,Semestres Totales,Evaluados Si/No,Altamente Recomendado,Operaciones-Calidad,MTTO-DIMA,Comercial-Planeamiento,DIGI-SC,Resto-Soft,Actividad Grupal.1,Ingles,Destacado,Ingresados Si/No,Apto,Apto suma
Ing. Computación,Tecnologías Computacionales,Tecnologías de Información,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Computación,Tecnologías Computacionales,Tecnologías de Información,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,1,1,0,2,0,0,0,0,1,0,0,2,4
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Telecomunicaciones,Ing. Telecomunicaciones,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,9,10.0,1,1,0,2,1,2,2,0,1,0,0,2,7
Ing. Computación,Tecnologías Computacionales,Tecnologías de Información,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,10,10.0,1,1,0,2,0,1,1,2,2,0,0,2,8
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Ambiental,Ing. Ambiental,Otras Ingenierías,Profesional,13,10.0,1,0,0,1,0,0,0,0,1,0,0,1,2
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,1,0,0,1,0,0,1,0,1,0,0,1,2
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Computación,Tecnologías Computacionales,Tecnologías de Información,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Telecomunicaciones,Ing. Telecomunicaciones,Otras Ingenierías,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,10,10.0,1,1,0,0,2,2,1,0,2,0,0,2,7
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,1,1,2,0,0,0,1,0,1,0,0,2,4
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,7,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Computación,Tecnologías Computacionales,Tecnologías de Información,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Computación,Tecnologías Computacionales,Tecnologías de Información,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Computación,Tecnologías Computacionales,Tecnologías de Información,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,10,10.0,1,0,0,0,0,1,1,0,1,0,0,1,2
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,7,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Computación,Tecnologías Computacionales,Tecnologías de Información,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Computación,Tecnologías Computacionales,Tecnologías de Información,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Psicopedagogía,Psicopedagogía,Negocios,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Psicopedagogía ,Psicopedagogía,Negocios,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Psicología del Trabajo,Psicología Laboral,Negocios,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Psicología del Trabajo y las Organizaciones,Psicología Laboral,Negocios,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Psicopedagogía ,Psicopedagogía,Negocios,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Administración,Administración ,Negocios,Practicante,5,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Psicología del Trabajo,Psicología Laboral,Negocios,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Administración,Administración ,Negocios,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Negocios Internacionales ,Negocios Internacionales,Negocios,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Economía,Economía/Finanzas,Negocios,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Negocios Internacionales ,Negocios Internacionales,Negocios,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Logística,Ing. Logística,Otras Ingenierías,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Psicología,Psicología,Negocios,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,7,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Maestría en Calidad,Maestría en Calidad,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Automotriz,Ing. Diseño Automotriz,Otras Ingenierías,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Negocios Internacionales ,Negocios Internacionales,Negocios,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Automotriz,Ing. Diseño Automotriz,Otras Ingenierías,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Administración,Administración ,Negocios,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Administración,Administración ,Negocios,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Automotriz,Ing. Diseño Automotriz,Otras Ingenierías,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,7,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Recursos Humanos,Recursos Humanos,Negocios,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Automotriz,Ing. Diseño Automotriz,Otras Ingenierías,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Administración,Administración ,Negocios,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Automotriz,Ing. Diseño Automotriz,Otras Ingenierías,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Automotriz,Ing. Diseño Automotriz,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Negocios Internacionales ,Negocios Internacionales,Negocios,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Logística,Ing. Logística,Otras Ingenierías,Practicante,7,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Logística,Ing. Logística,Otras Ingenierías,Practicante,7,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Logística,Ing. Logística,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Logística,Ing. Logística,Otras Ingenierías,Profesional,9,10.0,1,1,2,1,0,1,0,0,1,0,0,2,6
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Negocios Internacionales ,Negocios Internacionales,Negocios,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Economía,Economía/Finanzas,Negocios,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Profesional,10,10.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Automotriz,Ing. Diseño Automotriz,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Industrial,Ing. Industrial,Ingenierías Target,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Desarrollo Sustentable,Ing. Desarrollo Sustentable,Otras Ingenierías,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Contaduría Pública,Contabilidad,Negocios,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Administración,Administración ,Negocios,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Química,Ing. Química,Ingenierías Target,Practicante,8,10.0,1,1,0,0,2,0,0,0,1,0,0,2,4
Ing. Industrial,Ing. Industrial,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Aeronáutica,Ing. Aeronáutica,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Administración de Sistemas,Ing. Administración de Sistemas,Tecnologías de Información,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,6,10.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,6,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,6,10.0,1,1,0,0,2,0,0,0,1,0,0,2,4
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,13,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Aeronáutica,Ing. Aeronáutica,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Administración de Sistemas,Ing. Administración de Sistemas,Tecnologías de Información,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Aeronáutica,Ing. Aeronáutica,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecánica,Ing. Mecánica,Ingenierías Target,Practicante,8,10.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Electrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,7,10.0,1,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Tecnología de Software,Ing. Tecnología de Software,Tecnologías de Información,Profesional,10,10.0,1,1,2,0,0,0,1,0,1,0,0,2,4
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Practicante,8,10.0,1,1,0,0,2,0,0,0,1,0,0,2,4
Ing. Aeronáutica,Ing. Aeronáutica,Otras Ingenierías,Practicante,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Tecnología de Software,Ing. Tecnología de Software,Tecnologías de Información,Profesional,10,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ing. Mecatrónica,Ing. Mecatrónica/Electrónica,Ingenierías Target,Profesional,9,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1
